Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
7 of Hearts,"['7 of Hearts', '5 of Clubs', 'Jack of Diamonds', '4 of Clubs', '2 of Clubs', 'Jack of Spades', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'Queen of Clubs', '10 of Diamonds']",61,0
7 of Hearts,"['7 of Hearts', '5 of Clubs', 'Jack of Diamonds', '4 of Clubs', '2 of Clubs', 'Jack of Spades', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'Queen of Clubs', '10 of Diamonds', '9 of Hearts']",44,0
7 of Hearts,"['7 of Hearts', '5 of Clubs', 'Jack of Diamonds', '4 of Clubs', '2 of Clubs', 'Jack of Spades', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'Queen of Clubs', '10 of Diamonds', '9 of Hearts', 'Queen of Diamonds', 'King of Clubs']",0,1
7 of Hearts,"['7 of Hearts', '5 of Clubs', 'Jack of Diamonds', '4 of Clubs', '2 of Clubs', 'Jack of Spades', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'Queen of Clubs', '10 of Diamonds', '9 of Hearts', 'Queen of Diamonds', 'King of Clubs']",16,1
7 of Hearts,"['7 of Hearts', '5 of Clubs', 'Jack of Diamonds', '4 of Clubs', '2 of Clubs', 'Jack of Spades', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'Queen of Clubs', '10 of Diamonds', '9 of Hearts', 'Queen of Diamonds', 'King of Clubs', '4 of Diamonds']",0,1
Queen of Hearts,"['Queen of Hearts', '2 of Diamonds', '9 of Spades', 'Queen of Clubs', '6 of Diamonds', '9 of Hearts', '2 of Hearts', '6 of Clubs', '2 of Clubs', '7 of Clubs', 'Ace of Clubs']",64,0
Queen of Hearts,"['Queen of Hearts', '2 of Diamonds', '9 of Spades', 'Queen of Clubs', '6 of Diamonds', '9 of Hearts', '2 of Hearts', '6 of Clubs', '2 of Clubs', '7 of Clubs', 'Ace of Clubs', '4 of Spades', 'Ace of Diamonds', '10 of Spades']",45,0
Queen of Hearts,"['Queen of Hearts', '2 of Diamonds', '9 of Spades', 'Queen of Clubs', '6 of Diamonds', '9 of Hearts', '2 of Hearts', '6 of Clubs', '2 of Clubs', '7 of Clubs', 'Ace of Clubs', '4 of Spades', 'Ace of Diamonds', '10 of Spades', '8 of Hearts']",0,0
Queen of Hearts,"['Queen of Hearts', '2 of Diamonds', '9 of Spades', 'Queen of Clubs', '6 of Diamonds', '9 of Hearts', '2 of Hearts', '6 of Clubs', '2 of Clubs', '7 of Clubs', 'Ace of Clubs', '4 of Spades', 'Ace of Diamonds', '10 of Spades', '8 of Hearts']",16,0
Queen of Hearts,"['Queen of Hearts', '2 of Diamonds', '9 of Spades', 'Queen of Clubs', '6 of Diamonds', '9 of Hearts', '2 of Hearts', '6 of Clubs', '2 of Clubs', '7 of Clubs', 'Ace of Clubs', '4 of Spades', 'Ace of Diamonds', '10 of Spades', '8 of Hearts']",0,0
King of Clubs,"['King of Clubs', '10 of Diamonds', '5 of Spades', '3 of Diamonds', '9 of Clubs', 'Ace of Spades', 'Jack of Hearts', '9 of Hearts', '2 of Diamonds', '6 of Spades', 'King of Diamonds']",65,1
King of Clubs,"['King of Clubs', '10 of Diamonds', '5 of Spades', '3 of Diamonds', '9 of Clubs', 'Ace of Spades', 'Jack of Hearts', '9 of Hearts', '2 of Diamonds', '6 of Spades', 'King of Diamonds', '6 of Hearts']",46,1
King of Clubs,"['King of Clubs', '10 of Diamonds', '5 of Spades', '3 of Diamonds', '9 of Clubs', 'Ace of Spades', 'Jack of Hearts', '9 of Hearts', '2 of Diamonds', '6 of Spades', 'King of Diamonds', '6 of Hearts', '6 of Clubs']",0,1
King of Clubs,"['King of Clubs', '10 of Diamonds', '5 of Spades', '3 of Diamonds', '9 of Clubs', 'Ace of Spades', 'Jack of Hearts', '9 of Hearts', '2 of Diamonds', '6 of Spades', 'King of Diamonds', '6 of Hearts', '6 of Clubs']",16,1
King of Clubs,"['King of Clubs', '10 of Diamonds', '5 of Spades', '3 of Diamonds', '9 of Clubs', 'Ace of Spades', 'Jack of Hearts', '9 of Hearts', '2 of Diamonds', '6 of Spades', 'King of Diamonds', '6 of Hearts', '6 of Clubs']",0,1
3 of Spades,"['3 of Spades', 'Ace of Clubs', '3 of Diamonds', '6 of Diamonds', 'Jack of Spades', 'Jack of Hearts', 'Queen of Clubs', '5 of Spades', '9 of Diamonds', '2 of Clubs', '3 of Hearts']",67,0
3 of Spades,"['3 of Spades', 'Ace of Clubs', '3 of Diamonds', '6 of Diamonds', 'Jack of Spades', 'Jack of Hearts', 'Queen of Clubs', '5 of Spades', '9 of Diamonds', '2 of Clubs', '3 of Hearts', 'Queen of Diamonds', '4 of Spades']",46,0
3 of Spades,"['3 of Spades', 'Ace of Clubs', '3 of Diamonds', '6 of Diamonds', 'Jack of Spades', 'Jack of Hearts', 'Queen of Clubs', '5 of Spades', '9 of Diamonds', '2 of Clubs', '3 of Hearts', 'Queen of Diamonds', '4 of Spades']",0,0
3 of Spades,"['3 of Spades', 'Ace of Clubs', '3 of Diamonds', '6 of Diamonds', 'Jack of Spades', 'Jack of Hearts', 'Queen of Clubs', '5 of Spades', '9 of Diamonds', '2 of Clubs', '3 of Hearts', 'Queen of Diamonds', '4 of Spades']",16,0
3 of Spades,"['3 of Spades', 'Ace of Clubs', '3 of Diamonds', '6 of Diamonds', 'Jack of Spades', 'Jack of Hearts', 'Queen of Clubs', '5 of Spades', '9 of Diamonds', '2 of Clubs', '3 of Hearts', 'Queen of Diamonds', '4 of Spades']",0,0
8 of Diamonds,"['8 of Diamonds', '8 of Clubs', '7 of Diamonds', '6 of Hearts', '3 of Clubs', '10 of Hearts', '5 of Hearts', '5 of Clubs', '9 of Spades', '4 of Clubs', 'Jack of Spades']",68,1
8 of Diamonds,"['8 of Diamonds', '8 of Clubs', '7 of Diamonds', '6 of Hearts', '3 of Clubs', '10 of Hearts', '5 of Hearts', '5 of Clubs', '9 of Spades', '4 of Clubs', 'Jack of Spades', '2 of Hearts']",48,0
8 of Diamonds,"['8 of Diamonds', '8 of Clubs', '7 of Diamonds', '6 of Hearts', '3 of Clubs', '10 of Hearts', '5 of Hearts', '5 of Clubs', '9 of Spades', '4 of Clubs', 'Jack of Spades', '2 of Hearts', '4 of Diamonds', 'King of Hearts']",0,1
8 of Diamonds,"['8 of Diamonds', '8 of Clubs', '7 of Diamonds', '6 of Hearts', '3 of Clubs', '10 of Hearts', '5 of Hearts', '5 of Clubs', '9 of Spades', '4 of Clubs', 'Jack of Spades', '2 of Hearts', '4 of Diamonds', 'King of Hearts']",17,0
8 of Diamonds,"['8 of Diamonds', '8 of Clubs', '7 of Diamonds', '6 of Hearts', '3 of Clubs', '10 of Hearts', '5 of Hearts', '5 of Clubs', '9 of Spades', '4 of Clubs', 'Jack of Spades', '2 of Hearts', '4 of Diamonds', 'King of Hearts', 'Jack of Hearts']",0,1
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '4 of Clubs', '8 of Clubs', '5 of Spades', '2 of Clubs', 'Ace of Clubs', '9 of Spades', '9 of Diamonds', '6 of Clubs', '5 of Diamonds']",72,1
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '4 of Clubs', '8 of Clubs', '5 of Spades', '2 of Clubs', 'Ace of Clubs', '9 of Spades', '9 of Diamonds', '6 of Clubs', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'King of Diamonds', '7 of Hearts']",48,1
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '4 of Clubs', '8 of Clubs', '5 of Spades', '2 of Clubs', 'Ace of Clubs', '9 of Spades', '9 of Diamonds', '6 of Clubs', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'King of Diamonds', '7 of Hearts']",0,1
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '4 of Clubs', '8 of Clubs', '5 of Spades', '2 of Clubs', 'Ace of Clubs', '9 of Spades', '9 of Diamonds', '6 of Clubs', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'King of Diamonds', '7 of Hearts']",18,1
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '4 of Clubs', '8 of Clubs', '5 of Spades', '2 of Clubs', 'Ace of Clubs', '9 of Spades', '9 of Diamonds', '6 of Clubs', '5 of Diamonds', '7 of Clubs', '6 of Diamonds', 'King of Diamonds', '7 of Hearts', '8 of Hearts']",0,1
10 of Clubs,"['10 of Clubs', 'Jack of Hearts', '8 of Clubs', 'Jack of Spades', '10 of Diamonds', '7 of Spades', '4 of Spades', '8 of Hearts', 'King of Clubs', '7 of Hearts', '6 of Clubs']",72,1
10 of Clubs,"['10 of Clubs', 'Jack of Hearts', '8 of Clubs', 'Jack of Spades', '10 of Diamonds', '7 of Spades', '4 of Spades', '8 of Hearts', 'King of Clubs', '7 of Hearts', '6 of Clubs']",48,1
10 of Clubs,"['10 of Clubs', 'Jack of Hearts', '8 of Clubs', 'Jack of Spades', '10 of Diamonds', '7 of Spades', '4 of Spades', '8 of Hearts', 'King of Clubs', '7 of Hearts', '6 of Clubs']",0,1
10 of Clubs,"['10 of Clubs', 'Jack of Hearts', '8 of Clubs', 'Jack of Spades', '10 of Diamonds', '7 of Spades', '4 of Spades', '8 of Hearts', 'King of Clubs', '7 of Hearts', '6 of Clubs']",18,1
10 of Clubs,"['10 of Clubs', 'Jack of Hearts', '8 of Clubs', 'Jack of Spades', '10 of Diamonds', '7 of Spades', '4 of Spades', '8 of Hearts', 'King of Clubs', '7 of Hearts', '6 of Clubs']",0,1
Ace of Clubs,"['Ace of Clubs', '6 of Spades', '2 of Spades', 'Ace of Diamonds', 'Jack of Spades', 'King of Hearts', 'Ace of Hearts', '9 of Hearts', '9 of Diamonds', '10 of Diamonds', '4 of Clubs']",74,0
Ace of Clubs,"['Ace of Clubs', '6 of Spades', '2 of Spades', 'Ace of Diamonds', 'Jack of Spades', 'King of Hearts', 'Ace of Hearts', '9 of Hearts', '9 of Diamonds', '10 of Diamonds', '4 of Clubs', '6 of Hearts', 'Queen of Clubs']",50,0
Ace of Clubs,"['Ace of Clubs', '6 of Spades', '2 of Spades', 'Ace of Diamonds', 'Jack of Spades', 'King of Hearts', 'Ace of Hearts', '9 of Hearts', '9 of Diamonds', '10 of Diamonds', '4 of Clubs', '6 of Hearts', 'Queen of Clubs', '3 of Spades', '8 of Clubs']",0,1
Ace of Clubs,"['Ace of Clubs', '6 of Spades', '2 of Spades', 'Ace of Diamonds', 'Jack of Spades', 'King of Hearts', 'Ace of Hearts', '9 of Hearts', '9 of Diamonds', '10 of Diamonds', '4 of Clubs', '6 of Hearts', 'Queen of Clubs', '3 of Spades', '8 of Clubs']",19,1
Ace of Clubs,"['Ace of Clubs', '6 of Spades', '2 of Spades', 'Ace of Diamonds', 'Jack of Spades', 'King of Hearts', 'Ace of Hearts', '9 of Hearts', '9 of Diamonds', '10 of Diamonds', '4 of Clubs', '6 of Hearts', 'Queen of Clubs', '3 of Spades', '8 of Clubs', 'King of Diamonds']",0,1
3 of Spades,"['3 of Spades', '5 of Clubs', 'Jack of Diamonds', '2 of Hearts', 'Jack of Spades', '4 of Hearts', '4 of Spades', '7 of Hearts', '8 of Clubs', 'Queen of Hearts', '9 of Diamonds']",75,0
3 of Spades,"['3 of Spades', '5 of Clubs', 'Jack of Diamonds', '2 of Hearts', 'Jack of Spades', '4 of Hearts', '4 of Spades', '7 of Hearts', '8 of Clubs', 'Queen of Hearts', '9 of Diamonds', '7 of Diamonds']",51,1
3 of Spades,"['3 of Spades', '5 of Clubs', 'Jack of Diamonds', '2 of Hearts', 'Jack of Spades', '4 of Hearts', '4 of Spades', '7 of Hearts', '8 of Clubs', 'Queen of Hearts', '9 of Diamonds', '7 of Diamonds', '9 of Spades']",0,0
3 of Spades,"['3 of Spades', '5 of Clubs', 'Jack of Diamonds', '2 of Hearts', 'Jack of Spades', '4 of Hearts', '4 of Spades', '7 of Hearts', '8 of Clubs', 'Queen of Hearts', '9 of Diamonds', '7 of Diamonds', '9 of Spades']",20,1
3 of Spades,"['3 of Spades', '5 of Clubs', 'Jack of Diamonds', '2 of Hearts', 'Jack of Spades', '4 of Hearts', '4 of Spades', '7 of Hearts', '8 of Clubs', 'Queen of Hearts', '9 of Diamonds', '7 of Diamonds', '9 of Spades', '3 of Hearts']",0,1
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'King of Spades', '8 of Clubs', '3 of Clubs', '6 of Spades', '4 of Spades', '2 of Clubs', 'Queen of Clubs', '4 of Hearts', '6 of Clubs']",75,1
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'King of Spades', '8 of Clubs', '3 of Clubs', '6 of Spades', '4 of Spades', '2 of Clubs', 'Queen of Clubs', '4 of Hearts', '6 of Clubs']",53,0
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'King of Spades', '8 of Clubs', '3 of Clubs', '6 of Spades', '4 of Spades', '2 of Clubs', 'Queen of Clubs', '4 of Hearts', '6 of Clubs', '5 of Spades', 'Queen of Hearts']",0,1
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'King of Spades', '8 of Clubs', '3 of Clubs', '6 of Spades', '4 of Spades', '2 of Clubs', 'Queen of Clubs', '4 of Hearts', '6 of Clubs', '5 of Spades', 'Queen of Hearts']",22,0
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'King of Spades', '8 of Clubs', '3 of Clubs', '6 of Spades', '4 of Spades', '2 of Clubs', 'Queen of Clubs', '4 of Hearts', '6 of Clubs', '5 of Spades', 'Queen of Hearts', '3 of Hearts', '8 of Hearts']",0,1
King of Spades,"['King of Spades', '8 of Hearts', '6 of Diamonds', '7 of Diamonds', '10 of Hearts', 'Ace of Spades', '10 of Spades', 'Queen of Clubs', 'King of Hearts', 'Queen of Spades', '8 of Clubs']",76,0
King of Spades,"['King of Spades', '8 of Hearts', '6 of Diamonds', '7 of Diamonds', '10 of Hearts', 'Ace of Spades', '10 of Spades', 'Queen of Clubs', 'King of Hearts', 'Queen of Spades', '8 of Clubs', '10 of Clubs']",53,0
King of Spades,"['King of Spades', '8 of Hearts', '6 of Diamonds', '7 of Diamonds', '10 of Hearts', 'Ace of Spades', '10 of Spades', 'Queen of Clubs', 'King of Hearts', 'Queen of Spades', '8 of Clubs', '10 of Clubs']",0,0
King of Spades,"['King of Spades', '8 of Hearts', '6 of Diamonds', '7 of Diamonds', '10 of Hearts', 'Ace of Spades', '10 of Spades', 'Queen of Clubs', 'King of Hearts', 'Queen of Spades', '8 of Clubs', '10 of Clubs']",22,1
King of Spades,"['King of Spades', '8 of Hearts', '6 of Diamonds', '7 of Diamonds', '10 of Hearts', 'Ace of Spades', '10 of Spades', 'Queen of Clubs', 'King of Hearts', 'Queen of Spades', '8 of Clubs', '10 of Clubs']",0,0
2 of Spades,"['2 of Spades', '2 of Hearts', '9 of Clubs', '4 of Diamonds', 'King of Clubs', 'Queen of Clubs', '10 of Diamonds', '10 of Spades', 'King of Diamonds', 'Jack of Hearts', 'Ace of Spades']",78,0
2 of Spades,"['2 of Spades', '2 of Hearts', '9 of Clubs', '4 of Diamonds', 'King of Clubs', 'Queen of Clubs', '10 of Diamonds', '10 of Spades', 'King of Diamonds', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '6 of Clubs']",53,0
2 of Spades,"['2 of Spades', '2 of Hearts', '9 of Clubs', '4 of Diamonds', 'King of Clubs', 'Queen of Clubs', '10 of Diamonds', '10 of Spades', 'King of Diamonds', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '6 of Clubs']",0,1
2 of Spades,"['2 of Spades', '2 of Hearts', '9 of Clubs', '4 of Diamonds', 'King of Clubs', 'Queen of Clubs', '10 of Diamonds', '10 of Spades', 'King of Diamonds', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '6 of Clubs']",22,1
2 of Spades,"['2 of Spades', '2 of Hearts', '9 of Clubs', '4 of Diamonds', 'King of Clubs', 'Queen of Clubs', '10 of Diamonds', '10 of Spades', 'King of Diamonds', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '6 of Clubs']",0,0
Queen of Diamonds,"['Queen of Diamonds', '7 of Clubs', '2 of Spades', '9 of Diamonds', 'Ace of Diamonds', '6 of Spades', '7 of Diamonds', 'Jack of Hearts', '10 of Hearts', '6 of Hearts', '8 of Clubs']",81,0
Queen of Diamonds,"['Queen of Diamonds', '7 of Clubs', '2 of Spades', '9 of Diamonds', 'Ace of Diamonds', '6 of Spades', '7 of Diamonds', 'Jack of Hearts', '10 of Hearts', '6 of Hearts', '8 of Clubs', 'Ace of Hearts', '5 of Spades', '3 of Clubs']",54,1
Queen of Diamonds,"['Queen of Diamonds', '7 of Clubs', '2 of Spades', '9 of Diamonds', 'Ace of Diamonds', '6 of Spades', '7 of Diamonds', 'Jack of Hearts', '10 of Hearts', '6 of Hearts', '8 of Clubs', 'Ace of Hearts', '5 of Spades', '3 of Clubs', 'Queen of Clubs']",0,0
Queen of Diamonds,"['Queen of Diamonds', '7 of Clubs', '2 of Spades', '9 of Diamonds', 'Ace of Diamonds', '6 of Spades', '7 of Diamonds', 'Jack of Hearts', '10 of Hearts', '6 of Hearts', '8 of Clubs', 'Ace of Hearts', '5 of Spades', '3 of Clubs', 'Queen of Clubs']",22,1
Queen of Diamonds,"['Queen of Diamonds', '7 of Clubs', '2 of Spades', '9 of Diamonds', 'Ace of Diamonds', '6 of Spades', '7 of Diamonds', 'Jack of Hearts', '10 of Hearts', '6 of Hearts', '8 of Clubs', 'Ace of Hearts', '5 of Spades', '3 of Clubs', 'Queen of Clubs']",0,0
8 of Hearts,"['8 of Hearts', '7 of Clubs', '10 of Spades', '3 of Clubs', '5 of Diamonds', '3 of Hearts', '6 of Clubs', 'Ace of Diamonds', '3 of Diamonds', 'King of Spades', 'Jack of Clubs']",81,1
8 of Hearts,"['8 of Hearts', '7 of Clubs', '10 of Spades', '3 of Clubs', '5 of Diamonds', '3 of Hearts', '6 of Clubs', 'Ace of Diamonds', '3 of Diamonds', 'King of Spades', 'Jack of Clubs']",56,1
8 of Hearts,"['8 of Hearts', '7 of Clubs', '10 of Spades', '3 of Clubs', '5 of Diamonds', '3 of Hearts', '6 of Clubs', 'Ace of Diamonds', '3 of Diamonds', 'King of Spades', 'Jack of Clubs', '4 of Clubs', '7 of Spades']",0,1
8 of Hearts,"['8 of Hearts', '7 of Clubs', '10 of Spades', '3 of Clubs', '5 of Diamonds', '3 of Hearts', '6 of Clubs', 'Ace of Diamonds', '3 of Diamonds', 'King of Spades', 'Jack of Clubs', '4 of Clubs', '7 of Spades']",22,1
8 of Hearts,"['8 of Hearts', '7 of Clubs', '10 of Spades', '3 of Clubs', '5 of Diamonds', '3 of Hearts', '6 of Clubs', 'Ace of Diamonds', '3 of Diamonds', 'King of Spades', 'Jack of Clubs', '4 of Clubs', '7 of Spades']",0,1
Jack of Spades,"['Jack of Spades', '5 of Clubs', '6 of Hearts', '10 of Spades', '6 of Spades', 'Queen of Clubs', '8 of Spades', '4 of Diamonds', 'Queen of Diamonds', '4 of Hearts', 'Ace of Hearts']",82,1
Jack of Spades,"['Jack of Spades', '5 of Clubs', '6 of Hearts', '10 of Spades', '6 of Spades', 'Queen of Clubs', '8 of Spades', '4 of Diamonds', 'Queen of Diamonds', '4 of Hearts', 'Ace of Hearts', '8 of Diamonds']",57,0
Jack of Spades,"['Jack of Spades', '5 of Clubs', '6 of Hearts', '10 of Spades', '6 of Spades', 'Queen of Clubs', '8 of Spades', '4 of Diamonds', 'Queen of Diamonds', '4 of Hearts', 'Ace of Hearts', '8 of Diamonds', '9 of Clubs']",0,1
Jack of Spades,"['Jack of Spades', '5 of Clubs', '6 of Hearts', '10 of Spades', '6 of Spades', 'Queen of Clubs', '8 of Spades', '4 of Diamonds', 'Queen of Diamonds', '4 of Hearts', 'Ace of Hearts', '8 of Diamonds', '9 of Clubs']",22,1
Jack of Spades,"['Jack of Spades', '5 of Clubs', '6 of Hearts', '10 of Spades', '6 of Spades', 'Queen of Clubs', '8 of Spades', '4 of Diamonds', 'Queen of Diamonds', '4 of Hearts', 'Ace of Hearts', '8 of Diamonds', '9 of Clubs']",0,1
Queen of Clubs,"['Queen of Clubs', '7 of Hearts', '4 of Diamonds', 'Queen of Diamonds', '2 of Spades', 'King of Hearts', '8 of Clubs', '2 of Diamonds', '9 of Diamonds', 'Queen of Hearts', '5 of Diamonds']",83,1
Queen of Clubs,"['Queen of Clubs', '7 of Hearts', '4 of Diamonds', 'Queen of Diamonds', '2 of Spades', 'King of Hearts', '8 of Clubs', '2 of Diamonds', '9 of Diamonds', 'Queen of Hearts', '5 of Diamonds', 'Jack of Hearts']",58,0
Queen of Clubs,"['Queen of Clubs', '7 of Hearts', '4 of Diamonds', 'Queen of Diamonds', '2 of Spades', 'King of Hearts', '8 of Clubs', '2 of Diamonds', '9 of Diamonds', 'Queen of Hearts', '5 of Diamonds', 'Jack of Hearts', '7 of Clubs']",0,0
Queen of Clubs,"['Queen of Clubs', '7 of Hearts', '4 of Diamonds', 'Queen of Diamonds', '2 of Spades', 'King of Hearts', '8 of Clubs', '2 of Diamonds', '9 of Diamonds', 'Queen of Hearts', '5 of Diamonds', 'Jack of Hearts', '7 of Clubs']",22,0
Queen of Clubs,"['Queen of Clubs', '7 of Hearts', '4 of Diamonds', 'Queen of Diamonds', '2 of Spades', 'King of Hearts', '8 of Clubs', '2 of Diamonds', '9 of Diamonds', 'Queen of Hearts', '5 of Diamonds', 'Jack of Hearts', '7 of Clubs']",0,0
Ace of Hearts,"['Ace of Hearts', '7 of Hearts', 'King of Spades', '2 of Spades', 'Queen of Clubs', '5 of Hearts', '6 of Hearts', '5 of Clubs', '6 of Spades', '8 of Hearts', '2 of Clubs']",83,0
Ace of Hearts,"['Ace of Hearts', '7 of Hearts', 'King of Spades', '2 of Spades', 'Queen of Clubs', '5 of Hearts', '6 of Hearts', '5 of Clubs', '6 of Spades', '8 of Hearts', '2 of Clubs']",60,0
Ace of Hearts,"['Ace of Hearts', '7 of Hearts', 'King of Spades', '2 of Spades', 'Queen of Clubs', '5 of Hearts', '6 of Hearts', '5 of Clubs', '6 of Spades', '8 of Hearts', '2 of Clubs', '2 of Diamonds', '9 of Diamonds']",0,0
Ace of Hearts,"['Ace of Hearts', '7 of Hearts', 'King of Spades', '2 of Spades', 'Queen of Clubs', '5 of Hearts', '6 of Hearts', '5 of Clubs', '6 of Spades', '8 of Hearts', '2 of Clubs', '2 of Diamonds', '9 of Diamonds']",23,0
Ace of Hearts,"['Ace of Hearts', '7 of Hearts', 'King of Spades', '2 of Spades', 'Queen of Clubs', '5 of Hearts', '6 of Hearts', '5 of Clubs', '6 of Spades', '8 of Hearts', '2 of Clubs', '2 of Diamonds', '9 of Diamonds', 'Jack of Clubs']",0,0
3 of Hearts,"['3 of Hearts', '10 of Clubs', '4 of Clubs', '5 of Hearts', '8 of Diamonds', '7 of Diamonds', 'Ace of Spades', 'King of Clubs', '3 of Spades', '2 of Spades', '7 of Spades']",84,0
3 of Hearts,"['3 of Hearts', '10 of Clubs', '4 of Clubs', '5 of Hearts', '8 of Diamonds', '7 of Diamonds', 'Ace of Spades', 'King of Clubs', '3 of Spades', '2 of Spades', '7 of Spades', '9 of Clubs']",60,1
3 of Hearts,"['3 of Hearts', '10 of Clubs', '4 of Clubs', '5 of Hearts', '8 of Diamonds', '7 of Diamonds', 'Ace of Spades', 'King of Clubs', '3 of Spades', '2 of Spades', '7 of Spades', '9 of Clubs']",0,1
3 of Hearts,"['3 of Hearts', '10 of Clubs', '4 of Clubs', '5 of Hearts', '8 of Diamonds', '7 of Diamonds', 'Ace of Spades', 'King of Clubs', '3 of Spades', '2 of Spades', '7 of Spades', '9 of Clubs']",24,1
3 of Hearts,"['3 of Hearts', '10 of Clubs', '4 of Clubs', '5 of Hearts', '8 of Diamonds', '7 of Diamonds', 'Ace of Spades', 'King of Clubs', '3 of Spades', '2 of Spades', '7 of Spades', '9 of Clubs', '2 of Clubs']",0,1
4 of Spades,"['4 of Spades', '7 of Hearts', '9 of Clubs', 'King of Diamonds', '2 of Hearts', '5 of Clubs', 'King of Spades', 'Ace of Hearts', 'Jack of Hearts', '5 of Spades', '8 of Clubs']",85,0
4 of Spades,"['4 of Spades', '7 of Hearts', '9 of Clubs', 'King of Diamonds', '2 of Hearts', '5 of Clubs', 'King of Spades', 'Ace of Hearts', 'Jack of Hearts', '5 of Spades', '8 of Clubs', '8 of Spades']",60,0
4 of Spades,"['4 of Spades', '7 of Hearts', '9 of Clubs', 'King of Diamonds', '2 of Hearts', '5 of Clubs', 'King of Spades', 'Ace of Hearts', 'Jack of Hearts', '5 of Spades', '8 of Clubs', '8 of Spades']",0,0
4 of Spades,"['4 of Spades', '7 of Hearts', '9 of Clubs', 'King of Diamonds', '2 of Hearts', '5 of Clubs', 'King of Spades', 'Ace of Hearts', 'Jack of Hearts', '5 of Spades', '8 of Clubs', '8 of Spades']",25,0
4 of Spades,"['4 of Spades', '7 of Hearts', '9 of Clubs', 'King of Diamonds', '2 of Hearts', '5 of Clubs', 'King of Spades', 'Ace of Hearts', 'Jack of Hearts', '5 of Spades', '8 of Clubs', '8 of Spades', '6 of Diamonds']",0,0
4 of Hearts,"['4 of Hearts', 'Jack of Diamonds', '2 of Spades', 'Ace of Spades', '10 of Diamonds', '3 of Clubs', '7 of Clubs', '10 of Spades', 'Jack of Spades', 'Queen of Hearts', '6 of Hearts']",86,0
4 of Hearts,"['4 of Hearts', 'Jack of Diamonds', '2 of Spades', 'Ace of Spades', '10 of Diamonds', '3 of Clubs', '7 of Clubs', '10 of Spades', 'Jack of Spades', 'Queen of Hearts', '6 of Hearts', 'Jack of Hearts']",61,1
4 of Hearts,"['4 of Hearts', 'Jack of Diamonds', '2 of Spades', 'Ace of Spades', '10 of Diamonds', '3 of Clubs', '7 of Clubs', '10 of Spades', 'Jack of Spades', 'Queen of Hearts', '6 of Hearts', 'Jack of Hearts', '6 of Diamonds']",0,1
4 of Hearts,"['4 of Hearts', 'Jack of Diamonds', '2 of Spades', 'Ace of Spades', '10 of Diamonds', '3 of Clubs', '7 of Clubs', '10 of Spades', 'Jack of Spades', 'Queen of Hearts', '6 of Hearts', 'Jack of Hearts', '6 of Diamonds']",25,1
4 of Hearts,"['4 of Hearts', 'Jack of Diamonds', '2 of Spades', 'Ace of Spades', '10 of Diamonds', '3 of Clubs', '7 of Clubs', '10 of Spades', 'Jack of Spades', 'Queen of Hearts', '6 of Hearts', 'Jack of Hearts', '6 of Diamonds']",0,1
Jack of Clubs,"['Jack of Clubs', '3 of Spades', '6 of Clubs', 'King of Clubs', '9 of Diamonds', 'Jack of Diamonds', '8 of Hearts', '9 of Clubs', 'King of Diamonds', '5 of Diamonds', '4 of Diamonds']",87,1
Jack of Clubs,"['Jack of Clubs', '3 of Spades', '6 of Clubs', 'King of Clubs', '9 of Diamonds', 'Jack of Diamonds', '8 of Hearts', '9 of Clubs', 'King of Diamonds', '5 of Diamonds', '4 of Diamonds', 'Jack of Hearts']",61,1
Jack of Clubs,"['Jack of Clubs', '3 of Spades', '6 of Clubs', 'King of Clubs', '9 of Diamonds', 'Jack of Diamonds', '8 of Hearts', '9 of Clubs', 'King of Diamonds', '5 of Diamonds', '4 of Diamonds', 'Jack of Hearts']",0,0
Jack of Clubs,"['Jack of Clubs', '3 of Spades', '6 of Clubs', 'King of Clubs', '9 of Diamonds', 'Jack of Diamonds', '8 of Hearts', '9 of Clubs', 'King of Diamonds', '5 of Diamonds', '4 of Diamonds', 'Jack of Hearts']",25,1
